14108073 235 17399 1038 188540 94.61 159139 1.00 159747 28.60 129248 1.00 19455 156.22 55723 1.00 1241 1.00 0 1.00 0 0.00 7009 512221.59 0000000000000000 pp500_production_2013
14108075 236 17399 219 34219 104.91 31694 1.00 34198 27.28 26309 1.00 3914 149.88 10721 1.00 250 1.00 0 1.00 0 0.00 1639 488475.69 0000000000000000 pp500_production_2013
14108077 238 17399 1210 189135 102.99 173140 1.00 190127 26.78 144263 1.00 21658 147.13 57923 1.00 1413 1.00 0 1.00 0 0.00 8702 479516.00 0000000000000000 pp500_production_2013
14108078 239 17399 1641 251820 99.23 224340 1.00 257142 25.80 188096 1.00 28896 141.76 74723 1.00 1934 1.00 0 1.00 0 0.00 12153 462008.19 0000000000000000 pp500_production_2013
14108079 240 17399 222 33857 95.05 28837 1.00 34658 24.71 24243 1.00 3900 135.79 9606 1.00 232 1.00 0 1.00 0 0.00 1566 442555.66 0000000000000000 pp500_production_2013
14108080 241 17399 1750 251826 94.23 216756 1.00 264346 24.50 185225 1.00 29828 134.61 73306 1.00 1953 1.00 0 1.00 0 0.00 12920 438730.69 0000000000000000 pp500_production_2013
14108081 242 17399 1524 220459 90.01 182081 1.00 234795 23.40 156721 1.00 25777 128.59 60968 1.00 1725 1.00 0 1.00 0 0.00 10922 419100.56 0000000000000000 pp500_production_2013
14108082 243 17399 203 28264 86.96 22617 1.00 30337 22.61 19706 1.00 3341 124.23 7516 1.00 213 1.00 0 1.00 0 0.00 1429 404902.06 0000000000000000 pp500_production_2013
14108083 244 17399 1778 247284 86.22 196866 1.00 265667 22.42 170795 1.00 29801 123.18 67260 1.00 2023 1.00 0 1.00 0 0.00 12016 401456.31 0000000000000000 pp500_production_2013
14108084 245 17399 1525 213232 82.55 162948 1.00 230787 21.46 142057 1.00 25388 117.93 55069 1.00 1708 1.00 0 1.00 0 0.00 10878 384356.69 0000000000000000 pp500_production_2013
14108085 246 17399 1705 232869 79.59 171913 1.00 252300 20.69 149857 1.00 28297 113.70 59068 1.00 1888 1.00 0 1.00 0 0.00 11881 370585.03 0000000000000000 pp500_production_2013
14108086 247 17399 468 64376 76.39 45680 1.00 70745 19.86 40272 1.00 7783 109.13 15757 1.00 525 1.00 0 1.00 0 0.00 3151 355688.78 0000000000000000 pp500_production_2013
14108091 251 17399 1196 157507 73.34 107919 1.00 173613 19.07 94937 1.00 19492 104.77 37937 1.00 1290 1.00 0 1.00 0 0.00 8470 341468.88 0000000000000000 pp500_production_2013
14108092 252 17399 659 85699 71.23 57168 1.00 94993 18.52 50427 1.00 10506 101.76 19572 1.00 696 1.00 0 1.00 0 0.00 4854 331649.69 0000000000000000 pp500_production_2013
14108095 254 17399 1324 156934 68.32 100538 1.00 173962 17.76 88110 1.00 20837 97.60 37509 1.00 1388 1.00 0 1.00 0 0.00 6216 318094.38 0000000000000000 pp500_production_2013
14108096 255 17399 1057 131107 66.19 81347 1.00 143758 17.21 70883 1.00 17148 94.56 29973 1.00 1116 1.00 0 1.00 0 0.00 7366 308201.28 0000000000000000 pp500_production_2013
14108097 256 17399 591 70899 65.23 43219 1.00 77312 16.96 37587 1.00 9538 93.18 16230 1.00 612 1.00 0 1.00 0 0.00 4206 303689.94 0000000000000000 pp500_production_2013
14109012 257 17402 606 98779 141.09 125324 1.00 97813 36.68 104125 1.00 10826 201.56 39702 1.00 803 1.00 0 1.00 0 0.00 3935 656933.56 0000000000000000 pp500_production_2013
14109013 258 17402 635 100458 124.88 113831 1.00 102837 32.47 96395 1.00 11267 178.40 36572 1.00 809 1.00 0 1.00 0 0.00 4473 581451.56 0000000000000000 pp500_production_2013
14109014 259 17402 2246 314930 114.43 331098 1.00 335322 29.75 289212 1.00 35582 163.46 106226 1.00 2755 1.00 0 1.00 0 0.00 14016 532764.88 0000000000000000 pp500_production_2013
14109015 260 17402 974 131504 93.02 113531 1.00 144597 24.18 101201 1.00 15312 132.88 37032 1.00 1076 1.00 0 1.00 0 0.00 6219 433079.09 0000000000000000 pp500_production_2013
14109016 261 17402 990 130181 86.42 105762 1.00 146353 22.47 95859 1.00 15151 123.46 34093 1.00 1080 1.00 0 1.00 0 0.00 6412 402385.06 0000000000000000 pp500_production_2013
14109017 262 17402 455 52872 80.93 40377 1.00 60236 21.04 37020 1.00 6197 115.62 13083 1.00 427 1.00 0 1.00 0 0.00 1984 376824.69 0000000000000000 pp500_production_2013
14109019 264 17402 330 36368 73.23 25238 1.00 41601 19.04 23152 1.00 4331 104.62 8296 1.00 308 1.00 0 1.00 0 0.00 1867 340965.25 0000000000000000 pp500_production_2013
14109020 265 17402 637 75663 71.64 51297 1.00 87818 18.63 47994 1.00 8868 102.34 16467 1.00 607 1.00 0 1.00 0 0.00 4095 333537.22 0000000000000000 pp500_production_2013
14109022 267 17402 2510 305953 62.29 181632 1.00 360439 16.20 169990 1.00 36860 88.99 59356 1.00 2671 1.00 0 1.00 0 0.00 17198 290041.66 0000000000000000 pp500_production_2013
14109023 268 17402 948 115408 56.73 62681 1.00 136208 14.75 58644 1.00 14212 81.04 20854 1.00 1012 1.00 0 1.00 0 0.00 6814 264122.94 0000000000000000 pp500_production_2013
14109024 269 17402 258 30611 55.00 16115 1.00 36515 14.30 14994 1.00 3777 78.57 5580 1.00 257 1.00 0 1.00 0 0.00 1781 256076.45 0000000000000000 pp500_production_2013
14109025 270 17402 1703 197724 53.93 102116 1.00 234514 14.02 95634 1.00 24798 77.04 34918 1.00 1778 1.00 0 1.00 0 0.00 11655 251100.72 0000000000000000 pp500_production_2013
14109026 271 17402 194 21890 50.80 10547 1.00 26080 13.21 10030 1.00 2741 72.57 3559 1.00 202 1.00 0 1.00 0 0.00 1356 236510.97 0000000000000000 pp500_production_2013
14109027 272 17402 399 45641 50.22 21782 1.00 54453 13.06 20687 1.00 5775 71.75 7502 1.00 398 1.00 0 1.00 0 0.00 2863 233845.75 0000000000000000 pp500_production_2013
14109028 273 17402 614 69114 49.32 32359 1.00 84010 12.82 30608 1.00 9092 70.45 11796 1.00 644 1.00 0 1.00 0 0.00 4428 229626.80 0000000000000000 pp500_production_2013
14109030 275 17402 2764 301206 48.14 139288 1.00 369514 12.52 133465 1.00 38864 68.78 48762 1.00 2851 1.00 0 1.00 0 0.00 19227 224160.03 0000000000000000 pp500_production_2013
14109046 277 17403 1621 282980 143.31 358997 1.00 272775 37.26 292036 1.00 30715 204.73 113822 1.00 2147 1.00 0 1.00 0 0.00 9394 667255.88 0000000000000000 pp500_production_2013
14109047 278 17403 851 145653 134.90 186324 1.00 146016 35.07 156104 1.00 16070 192.71 65541 1.00 117174 1.00 0 1.00 0 0.00 5573 628077.19 0000000000000000 pp500_production_2013
14109082 282 17405 1634 277602 135.55 330598 1.00 276046 35.24 268524 1.00 30336 193.65 106692 1.00 2143 1.00 0 1.00 10557 1.00 11165 631135.56 0000000000000000 pp500_production_2013
14110003 283 17406 1209 195123 143.94 249606 1.00 194430 37.42 206356 1.00 21361 205.63 78014 1.00 1534 1.00 0 1.00 7963 1.00 7232 670191.62 0000000000000000 pp500_production_2013
